LS,MFL,MSR,WAMP,Class
4.021565372932939e-06,-3.2507758059166245,0.0014808252155113937,0,0
4.2733243909339495e-06,-3.2457238550153433,0.0015450124908465675,0,0
4.1562131015343364e-06,-3.268405778168107,0.0015205699340781738,0,0
3.8104680106971687e-06,-3.275878460782973,0.0014765510372545,0,0
3.6626514503990736e-06,-3.296834523804724,0.0014368088326428777,0,0
3.4689805120626912e-06,-3.317666138675933,0.0013853329039608846,0,0
3.5346046399413844e-06,-3.3153015530782937,0.0014134386196572315,0,0
3.3835976358738323e-06,-3.3145162102207006,0.0013664793883738813,0,0
3.2777959195604384e-06,-3.326448127801442,0.0013480159476462082,0,0
2.9837140147280216e-06,-3.353483318595643,0.0012916433762141806,0,0
2.8604418683942824e-06,-3.36127744670211,0.0012565988998645677,0,0
2.6320060945010376e-06,-3.3855359774997247,0.0012092181510341593,0,0
2.5896942091998714e-06,-3.3621521589452446,0.0011924358285896942,0,0
2.6651977112336466e-06,-3.380026882714949,0.0012212208711304704,0,0
2.8991342502466474e-06,-3.37368670468393,0.0012723918899810096,0,0
3.0732664708776566e-06,-3.3577961095681963,0.0013075973080237673,0,0
2.946099782839127e-06,-3.3599686727877676,0.001274850223839551,0,0
3.2410838131511833e-06,-3.3407961121359175,0.0013489502473847611,0,0
3.4336105923426574e-06,-3.342466477586984,0.001415239353988894,0,0
3.4727870415255623e-06,-3.34793996570765,0.0014387704310989675,0,0
3.595498109817088e-06,-3.3370611150711813,0.001483028431668773,0,0
3.726449324258009e-06,-3.3156947577062432,0.0014825880746241447,0,0
3.7823150948142554e-06,-3.3168765121276715,0.0014934957354921189,0,0
3.8059573832989676e-06,-3.291592975054053,0.0014801098805878599,0,0
3.546607309432693e-06,-3.302521569040371,0.0014004498339952438,0,0
3.358481142337024e-06,-3.319249711923286,0.0013684951245563884,0,0
3.569677518344952e-06,-3.331722203140394,0.0014192889018306792,0,0
3.483777570234836e-06,-3.347093387502145,0.0013959478889269902,0,0
3.346280445301405e-06,-3.342466477586984,0.001360095132137552,0,0
3.610955259803604e-06,-3.3200436691497206,0.0013984238448153453,0,0
3.6306149943416135e-06,-3.3137322849502633,0.0013983047960173006,0,0
3.598336504618883e-06,-3.329686125890645,0.0014075396156724878,0,0
3.7208275423056173e-06,-3.312949772158556,0.0014426527731809726,0,0
3.4680783865830514e-06,-3.331722203140394,0.0013953992637933614,0,0
3.565683962868008e-06,-3.306739915053317,0.0014420645808210857,0,0
3.7955169311016702e-06,-3.2769565610020743,0.0014968628043665866,0,0
3.6236290226395225e-06,-3.266996873503739,0.0014388964636026856,0,0
3.6487125115856103e-06,-3.2610595022250126,0.0014563505410367897,0,0
3.6867338000933676e-06,-3.2631457887762725,0.0014626439240750647,0,0
3.5332624532521636e-06,-3.277316523295291,0.0014471809529085224,0,0
3.5352977363464747e-06,-3.2864139334859086,0.0014424982295149517,0,0
3.3019222753756897e-06,-3.3156947577062432,0.0013834504133333869,0,0
3.242128958523938e-06,-3.3276595497358867,0.0013894660709053931,0,0
3.33872239402686e-06,-3.33996333243318,0.0013900026034890027,0,0
3.32765485460591e-06,-3.3454051658159067,0.001386405533038196,0,0
3.342209879112785e-06,-3.37368670468393,0.0013827007269557204,0,0
3.6128475230048e-06,-3.360840750353698,0.001469403443746635,0,0
3.586190815234461e-06,-3.3604044926757246,0.0014553123543843947,0,0
3.557531828960531e-06,-3.3630286365018733,0.0014476099483447925,0,0
3.4778477454357377e-06,-3.368324976311822,0.0014213578761163121,0,0
3.416943274029795e-06,-3.368324976311822,0.0014257303344403726,0,0
3.564913855751244e-06,-3.345826606394251,0.0014681660569516044,0,0
3.4186925173378787e-06,-3.356065850379515,0.001411423771069075,0,0
3.2616896792897916e-06,-3.356065850379515,0.0013864358499051407,0,0
3.3220880803047174e-06,-3.3513428781766788,0.00140204995758182,0,0
3.1457335505653273e-06,-3.3539126755084223,0.0013757426166102174,0,0
2.779723641026976e-06,-3.394876003753868,0.0012846179480595413,0,0
3.044739502966599e-06,-3.3586638310994235,0.0013222495584892546,0,0
3.362496700874447e-06,-3.343304075690209,0.001368008246264177,0,0
3.4250734048767953e-06,-3.338717149420581,0.0013869800664059089,0,0
3.373443223462762e-06,-3.337474532029485,0.0013646328555816604,0,0
3.468408432490235e-06,-3.3137322849502633,0.0013983543339142256,0,0
3.526705541229414e-06,-3.311388963715244,0.0014215346270863023,0,0
3.5415796101132352e-06,-3.302140107020323,0.0014208853974157201,0,0
3.500697923743206e-06,-3.319249711923286,0.0014144881566566568,0,0
3.5554635412755003e-06,-3.3256423864165128,0.0014123683645428237,0,0
3.629415827545506e-06,-3.3090582185044504,0.0014320123262370498,0,0
3.4451401960336666e-06,-3.3412131015888873,0.0014179162817189474,0,0
3.201984374679955e-06,-3.350063659337506,0.0013912704584379508,0,0
3.0526826077995272e-06,-3.3701048742208077,0.0013455763737881326,0,0
3.1481318841575397e-06,-3.3586638310994235,0.0013746168344832884,0,0
3.063332089071376e-06,-3.4034572935574814,0.0013537941143621978,0,0
3.270622921844275e-06,-3.386460992720359,0.0014066994473451526,0,0
3.331681414673571e-06,-3.391115854880561,0.0014195301433322454,0,0
3.3066199287879606e-06,-3.3827726946976306,0.0014004541930319721,0,0
3.307896106295745e-06,-3.377298322020879,0.0014201054783425828,0,0
3.4662851371540096e-06,-3.363906886511795,0.0014518127395080956,0,0
3.4482206245007304e-06,-3.3569301182904225,0.0014503440332389267,0,0
3.444271075144745e-06,-3.3341781634002565,0.001447754319454341,0,0
3.4434129557860635e-06,-3.3252400756124736,0.0014627062285245496,0,0
3.61372764542396e-06,-3.316088318659233,0.0014799881479065817,0,0
3.53377952517342e-06,-3.3029033664116887,0.001468367755745917,0,0
3.390132544836102e-06,-3.2998583444235163,0.0014160639302748285,0,0
3.3691086205483937e-06,-3.29721135201223,0.0013950590695872265,0,0
3.5350997088021627e-06,-3.2776767841885364,0.0014285524870780602,0,0
3.622528869615571e-06,-3.269819268372419,0.0014460166105758824,0,0
3.4676603284339497e-06,-3.273730256162707,0.0014068659869834095,0,0
3.4011780811965736e-06,-3.2776767841885364,0.0013752756632406762,0,0
3.557861874867714e-06,-3.284213112144832,0.001394182024851988,0,0
3.7135225262265803e-06,-3.2627973776208807,0.001417836718852405,0,0
3.5663440546823795e-06,-3.265943186415324,0.0014031742548243887,0,0
3.5573998105976554e-06,-3.2600201052823663,0.0014038260372893922,0,0
3.4690025151231714e-06,-3.2762375302386513,0.001394903255192765,0,0
3.4734251302794548e-06,-3.2960818468712603,0.0014283996021507558,0,0
3.313242849992149e-06,-3.3252400756124736,0.001366012997077376,0,0
3.1172505887752275e-06,-3.3260450702487034,0.0013108416652109966,0,0
3.273362302873915e-06,-3.3168765121276715,0.0013508821414456981,0,0
3.241094814681423e-06,-3.3341781634002565,0.0013299688362888224,0,0
2.9802815372932944e-06,-3.347093387502145,0.001292517309151589,0,0
2.771978563738359e-06,-3.364346678429787,0.001245096220777683,0,0
3.020910188467815e-06,-3.3349999129016297,0.0012954801773458096,0,0
3.0950164961611727e-06,-3.3304994116749533,0.0013156479628694368,0,0
3.040558921475584e-06,-3.3354113714657116,0.0012908417557450603,0,0
3.1836778283614062e-06,-3.314908704130744,0.0013293164938008042,0,0
3.5037343460893123e-06,-3.2838473904542487,0.0014121157369811404,0,0
3.419462624454645e-06,-3.2875185406483403,0.0013794455281313756,0,0
3.2156922813583888e-06,-3.3164822365836573,0.0013154433717257664,0,0
3.334563815596324e-06,-3.2953304721476737,0.0013490303014513385,0,0
3.518696427215049e-06,-3.2878873682559884,0.0013910946257685295,0,0
3.5443519957335936e-06,-3.2938316113608495,0.0014160338371259542,0,0
3.215780293600305e-06,-3.3341781634002565,0.0013303000563997193,0,0
3.1972097105560076e-06,-3.360840750353698,0.001328094354414141,0,0
3.3463464544828424e-06,-3.3280641091334724,0.0013932396574469544,0,0
3.129748327127314e-06,-3.337474532029485,0.001342489488636491,0,0
2.787897777994935e-06,-3.350489647092997,0.0012565267871783089,0,0
2.889067850077495e-06,-3.34793996570765,0.0012869563867873236,0,0
2.9305436190804576e-06,-3.3416304918006428,0.0013144685506961168,0,0
2.865359552411343e-06,-3.34793996570765,0.001306159564673272,0,0
2.6439207517504303e-06,-3.361714582604042,0.0012676272754603972,0,0
2.54501699489721e-06,-3.3887821873529234,0.0012164047056739582,0,0
2.7424394550452674e-06,-3.3604044926757246,0.0012538838859933322,0,0
2.7715054979380598e-06,-3.3552032989899168,0.0012455894827766356,0,0
2.6941097327030876e-06,-3.357362898079005,0.0012244738827373982,0,0
2.8390768966691477e-06,-3.3412131015888873,0.001255375171407662,0,0
3.086358291862676e-06,-3.3321305665761267,0.0013147635098749084,0,0
